maths,phy,chem,mech,bee,workshop,cgpa,sgpa
17,13,8,4,8,40,2.08,2.08
68,52,59,57,72,40,8.06,8.06
41,29,31,27,22,32,3.28,3.28
84,46,34,74,86,40,8.78,8.78
32,38,47,41,45,39,4.75,4.75
63,43,42,48,31,40,5.97,5.97
88,60,58,70,77,40,9.28,9.28
31,32,36,42,46,43,5.11,5.11
74,50,74,59,65,41,8.11,8.11
53,41,35,41,42,41,6.06,6.06
69,55,57,60,68,40,8.03,8.03
68,59,58,86,70,42,8.94,8.94
57,59,58,42,53,42,7.44,7.44
75,55,39,27,40,39,6.06,6.06
49,49,54,54,58,40,7.22,7.22
45,47,53,53,52,42,7.11,7.11
68,40,55,72,61,43,8,8
35,40,40,41,53,40,5.61,5.61
52,49,46,47,43,39,6.53,6.53
52,45,57,57,59,41,7.28,7.28
41,43,40,70,43,31,6.39,6.39
52,38,41,63,48,40,6.81,6.81
59,42,52,61,56,45,7.39,7.39
44,26,48,62,64,42,6.44,6.44
40,25,36,59,46,40,5.44,5.44
37,37,31,36,44,31,4.17,4.17
37,26,32,19,10,38,2.47,2.47
23,40,51,40,31,36,4.31,4.31
62,61,60,86,76,39,9.22,9.22
55,33,56,54,51,40,7.06,7.06
82,69,68,66,81,41,9.5,9.5
53,38,45,46,50,41,7,7
61,32,59,50,48,41,7.08,7.08
14,11,11,18,10,38,2.22,2.22
51,41,61,72,56,41,7.75,7.75
40,29,35,21,40,39,4.42,4.42
62,42,54,44,58,41,7.17,7.17
63,45,44,53,51,40,6.61,6.61
80,56,59,64,64,42,8.61,8.61
90,67,65,80,71,40,9.64,9.64
71,47,46,75,74,39,8.33,8.33
61,37,56,44,38,39,6.5,6.5
43,22,49,61,55,43,6.33,6.33
20,22,47,26,21,31,3.03,3.03
20,21,35,15,27,42,2.97,2.97
43,38,54,49,12,37,5.58,5.58
52,40,57,69,50,42,7.56,7.56
70,59,66,82,51,43,8.89,8.89
42,30,31,35,26,41,4.11,4.11
54,55,54,68,50,44,7.72,7.72
43,39,53,70,51,40,7.25,7.25
22,29,28,25,9,41,2.53,2.53
56,46,52,54,33,44,6.17,6.17
43,41,37,40,33,39,3.86,3.86
54,30,48,37,37,27,4.36,4.36
22,29,9,15,14,43,2.36,2.36
28,12,28,12,14,39,2.17,2.17
48,35,41,51,42,41,6.22,6.22
50,52,48,65,45,36,7.11,7.11
71,58,69,65,74,40,8.64,8.64
27,29,31,38,34,44,2.97,2.97
19,6,17,10,7,42,2.28,2.28
44,43,55,64,31,41,5.94,5.94
67,61,53,70,74,41,8.61,8.61
60,43,43,66,53,40,7.31,7.31
49,47,53,41,56,40,6.72,6.72
26,13,15,8,17,40,2.5,2.5
23,36,48,58,44,41,5.56,5.56
58,44,45,52,75,42,7.56,7.56
69,57,61,50,94,44,8.72,8.72
52,35,41,28,46,44,4.72,4.72
72,41,56,81,75,39,8.78,8.78
54,30,44,39,29,33,4.42,4.42
73,42,69,54,64,42,8,8
43,39,43,49,48,37,6.22,6.22
45,47,47,38,40,44,6.39,6.39
49,50,41,53,40,42,6.64,6.64
50,38,35,45,45,41,6.58,6.58
44,41,49,62,55,39,6.94,6.94
53,46,49,35,50,39,6.53,6.53
76,53,54,56,69,39,8.11,8.11
84,43,62,70,71,36,8.69,8.69
55,41,53,68,46,42,7.28,7.28
22,28,42,21,36,41,3.08,3.08
66,42,57,63,71,36,7.92,7.92
43,33,64,57,43,42,6.67,6.67
31,29,30,23,28,40,2.92,2.92
28,50,56,29,12,41,4.19,4.19
49,55,61,87,68,39,8.39,8.39
62,28,38,47,46,36,6.5,6.5
83,39,47,68,52,33,7.83,7.83
10,18,33,16,11,37,2.33,2.33
23,19,34,27,29,35,3.14,3.14
63,40,42,48,51,41,6.89,6.89
33,36,41,55,66,42,6.08,6.08
41,38,44,50,34,41,6.28,6.28
44,39,43,53,39,44,5.78,5.78
74,45,56,60,58,45,7.89,7.89
41,31,48,48,42,40,6.28,6.28
50,17,43,47,41,40,5.81,5.81
7,7,15,19,4,33,2.17,2.17
79,47,52,67,53,42,7.92,7.92
54,39,24,35,42,45,4.89,4.89
35,13,28,46,9,39,3.14,3.14
48,36,31,40,28,41,5.06,5.06
52,45,54,52,26,39,6.17,6.17
54,41,47,59,43,38,6.61,6.61
40,43,49,41,41,39,6.03,6.03
53,41,35,60,54,39,6.94,6.94
34,33,46,31,48,43,4.58,4.58
40,30,43,27,57,40,5.33,5.33
75,65,56,63,53,15,8.06,8.06
67,45,54,76,64,15,7.94,7.94
41,33,25,50,46,38,5.61,5.61
74,39,40,71,59,43,7.67,7.67
51,47,38,61,46,43,7,7
33,41,33,61,37,44,4.89,4.89
64,36,32,44,60,43,6.56,6.56
28,28,18,34,20,46,2.56,2.56
31,37,26,34,36,43,3.11,3.11
21,15,12,13,7,35,1.83,1.83
41,35,24,26,23,39,3.22,3.22
78,50,46,74,64,45,8.33,8.33
30,27,28,30,31,41,2.44,2.44
21,20,10,21,8,45,2.31,2.31
45,24,35,60,48,35,5.56,5.56
63,36,21,25,45,41,5.17,5.17
40,35,35,12,33,44,4.5,4.5
55,53,53,65,63,44,7.78,7.78
32,40,39,36,43,43,4.33,4.33
44,39,54,55,58,43,6.94,6.94
48,30,46,57,26,44,5.22,5.22
64,46,49,67,59,43,7.67,7.67
45,11,31,34,11,46,3.78,3.78
44,35,53,49,32,47,5.67,5.67
28,24,35,43,38,38,3.78,3.78
51,24,32,29,28,46,4,4
31,12,24,28,28,40,2.33,2.33
31,5,17,26,20,35,1.75,1.75
42,26,35,37,15,38,3.56,3.56
32,25,24,16,13,41,2.44,2.44
36,34,36,24,22,38,3.44,3.44
17,13,17,10,20,40,2.14,2.14
43,36,35,48,29,46,5.06,5.06
49,55,52,50,67,39,7.28,7.28
53,27,40,40,45,43,5.17,5.17
44,35,35,44,45,38,5.78,5.78
29,22,14,24,9,43,2.28,2.28
71,53,49,52,44,46,7.44,7.44
51,33,45,47,33,40,5.47,5.47
56,49,46,54,46,40,6.94,6.94
62,37,46,48,22,43,5.78,5.78
22,31,23,46,24,44,3.72,3.72
37,45,34,43,31,43,3.89,3.89
45,30,34,54,33,38,4.72,4.72
21,19,26,9,13,41,2.22,2.22
64,50,68,62,56,40,8,8
59,49,44,59,38,44,6.22,6.22
36,61,46,72,64,47,7.06,7.06
58,38,41,33,51,39,5.89,5.89
65,60,53,88,52,38,8.44,8.44
40,33,32,43,28,38,4.47,4.47
9,15,12,21,4,44,2.22,2.22
9,11,9,9,11,40,2.28,2.28
30,29,33,30,30,41,3.11,3.11
57,39,40,33,24,46,5,5
60,68,49,76,68,38,8.39,8.39
42,35,34,20,41,41,4.78,4.78
59,52,59,57,63,46,7.72,7.72
40,44,51,45,45,46,6.5,6.5
41,29,38,27,29,37,3.67,3.67
39,35,38,46,30,40,4.78,4.78
81,46,53,64,50,41,8.17,8.17
45,35,34,37,44,44,5.89,5.89
55,49,40,53,63,44,7.39,7.39
64,46,54,51,58,40,7.44,7.44
64,37,37,47,47,40,6.56,6.56
51,43,50,89,80,46,8.56,8.56
13,12,13,15,16,43,2.56,2.56
20,2,5,25,4,40,2.25,2.25
53,34,35,47,14,39,5.39,5.39
81,61,61,74,69,41,9.11,9.11
48,40,40,34,34,40,4.56,4.56
41,25,32,48,44,41,5.11,5.11
60,52,37,68,50,40,7.44,7.44
26,34,35,16,32,46,3.72,3.72
72,64,51,78,52,43,8.31,8.31
88,68,56,92,88,43,9.78,9.78
50,33,37,62,50,43,6.94,6.94
43,37,37,48,46,39,6,6
78,54,67,94,79,42,9.44,9.44
23,41,42,29,17,43,4,4
45,17,34,28,49,43,4.78,4.78
45,34,32,37,48,40,5.19,5.19
67,46,28,59,67,44,6.83,6.83
56,39,32,43,47,38,5.89,5.89
51,41,33,53,42,39,5.78,5.78
49,32,35,46,64,40,6.5,6.5
54,46,43,63,71,46,7.72,7.72
90,47,44,76,58,43,8.22,8.22
68,38,44,80,64,40,8.08,8.08
30,43,30,20,25,45,3.56,3.56
62,16,37,18,48,43,5,5
51,26,38,36,48,40,4.94,4.94
37,33,42,14,23,40,3.56,3.56
46,35,24,56,47,42,6,6
54,50,51,57,62,43,7.28,7.28
48,36,32,50,32,44,5.39,5.39
56,34,41,48,57,40,6.67,6.67
66,60,59,70,61,46,8.5,8.5
44,43,36,40,22,44,4.5,4.5
37,21,49,45,17,38,4.11,4.11
50,41,54,47,58,46,7.06,7.06
30,13,31,44,20,41,3.56,3.56
54,52,45,57,22,44,6.22,6.22
44,45,42,49,32,40,5.39,5.39
44,57,42,28,37,46,4.89,4.89
61,47,48,41,26,41,5.44,5.44
43,33,32,21,30,46,4.17,4.17
46,36,32,17,45,46,5.44,5.44
47,31,32,28,25,41,4.22,4.22
58,48,38,47,23,38,5.78,5.78
13,22,30,15,12,38,2.61,2.61
51,55,47,46,60,46,7.39,7.39
51,35,38,40,49,41,6.17,6.17
63,35,36,38,44,38,5.53,5.53
23,19,16,14,10,38,2.36,2.36
42,26,34,45,42,40,5.14,5.14
59,38,47,48,51,44,7.06,7.06
45,38,35,46,36,43,5.5,5.5
50,17,30,27,21,47,4,4
47,42,34,49,28,38,5.33,5.33
32,9,6,9,10,38,2.17,2.17
56,55,46,50,47,46,7.17,7.17
77,58,51,61,64,41,8.28,8.28
62,33,42,57,36,44,6.06,6.06
46,12,39,36,33,46,4.22,4.22
1,5,6,2,4,38,1.72,1.72
47,39,44,32,45,35,5.56,5.56
59,61,54,70,52,44,8.11,8.11
63,58,62,63,72,40,8.56,8.56
61,46,40,45,43,42,6.83,6.83
58,42,53,33,65,44,6.5,6.5
76,61,54,72,85,45,9.28,9.28
61,44,53,74,60,38,7.94,7.94
26,30,32,48,42,40,4.25,4.25
50,49,42,73,64,43,7.72,7.72
46,52,50,55,63,43,7.33,7.33
65,30,41,49,54,40,6.78,6.78
59,47,44,52,56,43,7.17,7.17
44,43,50,43,54,40,6.33,6.33
42,34,34,27,27,43,4.17,4.17
42,23,34,41,17,38,4.28,4.28
13,6,9,6,10,43,2.25,2.25
65,43,46,65,41,38,7.33,7.33
51,41,43,48,56,43,6.56,6.56
56,52,32,61,50,41,6.97,6.97
45,47,49,46,49,40,6.67,6.67
44,19,27,76,45,40,5.61,5.61
10,18,26,15,19,43,2.11,2.11
72,57,59,66,57,46,8.28,8.28
29,35,21,29,25,40,2.94,2.94
45,36,45,19,46,43,5.61,5.61
41,18,12,30,14,43,2.83,2.83
71,42,46,69,57,44,7.72,7.72
72,51,49,64,75,46,8.17,8.17
48,40,48,50,47,46,6.83,6.83
10,16,12,17,4,31,1.83,1.83
20,25,13,9,27,38,1.97,1.97
73,52,56,66,53,38,7.83,7.83
48,32,33,28,22,40,4.06,4.06
22,17,20,26,10,43,2.19,2.19
43,7,11,46,25,35,3.39,3.39
48,46,42,64,46,39,7,7
67,50,60,70,52,43,8.17,8.17
64,67,63,64,51,40,8.33,8.33
20,9,16,33,20,34,2.03,2.03
23,21,20,17,11,38,2.11,2.11
60,30,30,46,28,42,4.56,4.56
5,6,6,5,2,21,0.72,0.72
26,32,21,12,8,34,2.19,2.19
40,20,27,44,16,36,3.53,3.53
50,37,38,44,30,39,5.28,5.28
59,56,55,60,53,38,7.67,7.67
46,22,38,25,43,34,4.14,4.14
72,58,59,81,78,38,9.06,9.06
46,37,36,51,42,33,5.78,5.78
23,39,37,30,19,37,3.31,3.31
52,31,52,66,29,35,5.03,5.03
40,33,28,50,23,25,4.14,4.14
33,11,8,13,17,38,2.06,2.06
64,46,59,66,72,40,8.22,8.22
43,22,26,42,19,38,3.64,3.64
51,58,53,51,51,39,7.61,7.61
28,20,32,47,43,40,4.42,4.42
43,30,40,28,13,34,3.92,3.92
49,33,37,45,40,33,5.06,5.06
51,40,43,52,40,31,6.06,6.06
41,26,26,26,25,34,2.81,2.81
42,21,33,43,48,37,4.28,4.28
42,44,39,54,42,38,6.22,6.22
70,69,51,66,64,40,8.28,8.28
66,43,39,55,51,35,7.11,7.11
33,18,23,48,14,40,3.33,3.33
54,44,39,52,43,30,6.11,6.11
21,27,37,40,11,34,3.28,3.28
53,41,52,57,49,38,7,7
20,26,17,21,19,28,1.67,1.67
40,30,19,43,14,21,3.56,3.56
47,33,44,44,15,37,4.94,4.94
65,64,50,63,65,29,7.94,7.94
22,15,31,27,17,22,2.25,2.25
44,25,48,41,47,35,5.06,5.06
42,28,35,31,40,39,4.03,4.03
54,35,43,32,31,42,4.97,4.97
44,36,42,53,47,38,6.22,6.22
55,43,53,51,31,36,6.08,6.08
57,32,42,53,54,35,6.67,6.67
54,51,48,62,32,30,6.28,6.28
63,43,53,88,57,42,8.17,8.17
59,40,59,73,50,40,7.44,7.44
64,61,50,49,20,38,6.31,6.31
68,39,50,59,44,32,6.81,6.81
62,46,48,66,56,36,7.33,7.33
43,41,37,27,30,40,4.44,4.44
79,50,57,65,81,35,8.33,8.33
45,27,18,15,9,39,2.89,2.89
38,53,43,62,40,33,5.86,5.86
47,52,52,54,48,39,6.94,6.94
61,43,54,56,47,38,7.08,7.08
44,32,39,49,49,36,5.89,5.89
46,27,42,53,19,40,4.83,4.83
50,46,53,54,50,39,7.14,7.14
63,63,54,60,58,39,7.89,7.89
45,35,44,42,47,38,5.94,5.94
46,41,47,61,52,34,6.53,6.53
47,34,40,46,67,35,6.19,6.19
71,51,53,56,60,38,7.81,7.81
50,54,57,58,46,40,7.39,7.39
41,32,39,10,51,28,4.64,4.64
49,36,32,41,30,30,4.75,4.75
37,37,38,43,21,38,4.19,4.19
67,58,48,66,67,39,8,8
66,52,57,61,86,40,8.5,8.5
65,37,50,64,49,37,7.17,7.17
76,63,43,75,64,36,8.5,8.5
52,42,54,48,37,41,5.92,5.92
54,36,48,44,49,30,6.31,6.31
77,37,60,54,58,38,7.72,7.72
48,35,49,47,56,35,6.47,6.47
42,37,37,62,48,37,6.39,6.39
49,47,51,53,50,33,6.61,6.61
80,54,51,59,58,42,8.11,8.11
69,49,43,58,60,38,7.42,7.42
51,49,45,75,51,35,7.72,7.72
23,46,40,37,5,25,3.22,3.22
67,46,46,68,61,37,7.69,7.69
76,41,47,78,64,30,7.72,7.72
58,69,47,69,70,42,8.11,8.11
60,50,46,56,47,38,7.28,7.28
52,49,57,52,58,36,7.25,7.25
45,45,50,43,53,41,6.44,6.44
78,43,56,61,60,38,8,8
63,35,28,48,30,38,4.97,4.97
70,54,45,64,58,43,7.83,7.83
85,65,62,60,66,38,8.94,8.94
93,51,51,67,52,40,8.17,8.17
30,35,38,40,23,40,4.56,4.56
41,46,59,40,44,39,6.03,6.03
72,64,54,64,47,39,8.06,8.06
27,39,45,28,43,37,4.17,4.17
62,52,45,69,47,35,7.39,7.39
72,62,62,70,83,44,9.33,9.33
87,63,67,83,55,37,9.22,9.22
61,53,53,78,29,41,7.22,7.22
54,53,53,52,32,43,6.44,6.44
67,68,56,71,75,43,8.72,8.72
64,62,61,79,61,43,8.83,8.83
44,52,56,67,53,37,7.03,7.03
59,50,48,52,69,37,7.39,7.39
19,15,32,25,8,35,2.33,2.33
60,57,54,69,56,38,7.94,7.94
29,41,46,33,44,41,4.61,4.61
47,34,41,46,53,39,6.36,6.36
49,31,45,31,24,40,4.44,4.44
36,28,48,45,24,39,4.19,4.19
51,49,51,56,65,38,7.44,7.44
43,33,44,68,27,37,5.11,5.11
70,57,42,73,67,38,8.14,8.14
50,38,52,58,43,25,6.61,6.61
48,51,48,46,35,37,5.72,5.72
57,49,60,70,65,40,8.11,8.11
49,36,50,46,28,35,5.61,5.61
72,40,37,65,45,30,6.94,6.94
46,37,41,50,29,38,5.47,5.47
85,65,59,89,81,42,9.89,9.89
65,53,50,50,58,32,7.28,7.28
75,63,62,79,57,39,8.94,8.94
46,34,40,49,44,31,5.94,5.94
40,40,40,43,45,42,6.28,6.28
76,68,65,59,75,40,9,9
59,40,51,53,54,42,7.17,7.17
36,21,34,23,28,37,2.69,2.69
45,42,50,52,33,40,5.78,5.78
45,37,43,43,36,40,5.28,5.28
53,37,44,67,32,30,5.5,5.5
76,68,54,64,82,40,9.11,9.11
42,31,33,17,21,21,3.03,3.03
24,18,20,40,28,35,2.67,2.67
52,22,41,16,25,39,3.94,3.94
74,59,52,49,55,38,7.56,7.56
80,71,66,73,53,35,8.89,8.89
28,20,30,27,22,34,2.17,2.17
52,46,43,53,65,37,7.17,7.17
40,35,42,40,36,39,5.31,5.31
59,36,39,48,31,42,5.83,5.83
33,24,35,15,31,25,2.92,2.92
53,48,53,56,55,30,7.17,7.17
60,63,48,43,45,42,7.11,7.11
47,56,59,61,62,40,7.72,7.72
57,54,54,81,68,40,8.33,8.33
64,45,56,68,55,37,7.67,7.67
15,11,14,27,23,40,2.33,2.33
19,8,13,17,13,32,1.86,1.86
43,39,52,57,48,42,6.39,6.39
57,67,53,73,51,34,7.94,7.94
45,58,58,53,62,40,7.58,7.58
68,50,51,89,71,42,8.5,8.5
65,50,50,44,58,38,7.06,7.06
43,33,27,50,30,29,4.42,4.42
30,37,43,45,19,38,4.39,4.39
51,45,46,28,59,38,5.83,5.83
49,50,51,43,47,39,6.44,6.44
25,24,22,22,23,30,1.92,1.92
62,72,55,63,71,42,8.44,8.44
23,32,40,26,40,39,4.06,4.06
35,36,42,35,33,40,3.56,3.56
61,45,55,50,48,33,7,7
73,68,57,76,65,40,8.89,8.89
70,71,53,90,73,40,9.11,9.11
59,60,57,56,63,41,8.06,8.06
24,30,58,33,32,40,3.75,3.75
18,13,24,13,14,41,2.22,2.22
51,41,49,53,48,38,6.94,6.94
37,34,43,45,57,36,5.31,5.31
18,7,23,18,5,34,1.81,1.81
58,47,45,48,66,35,7.17,7.17
32,9,18,27,43,42,2.86,2.86
46,30,41,45,43,38,5.64,5.64
58,36,47,51,53,40,6.94,6.94
27,12,22,16,11,39,2.25,2.25
70,62,52,58,60,39,8.11,8.11
54,51,58,47,33,39,6.08,6.08
54,42,51,46,57,39,6.81,6.81
32,49,48,34,35,42,3.75,3.75
74,30,18,56,47,40,6.08,6.08
25,30,24,22,16,39,2.56,2.56
51,33,36,34,28,37,4.14,4.14
65,40,43,52,33,39,5.94,5.94
40,47,34,51,35,34,5.92,5.92
37,30,25,35,21,34,2.53,2.53
68,47,51,60,57,39,7.44,7.44
50,49,52,35,50,38,6.28,6.28
18,15,23,11,8,41,2.36,2.36
54,24,32,50,48,38,5.86,5.86
60,43,62,53,55,37,7.36,7.36
66,23,40,19,36,41,4.17,4.17
12,14,16,16,15,37,2.06,2.06
74,44,39,69,62,38,7.72,7.72
50,33,37,51,31,39,5.44,5.44
38,37,53,47,70,39,6.33,6.33
73,56,53,62,51,41,8.06,8.06
56,30,45,41,45,39,5.97,5.97
19,19,11,27,41,38,2.81,2.81
74,44,57,64,67,39,8,8
67,23,39,52,25,39,5.44,5.44
48,42,47,43,36,38,5.39,5.39
29,26,37,49,46,42,4.5,4.5
61,39,54,47,25,39,6.22,6.22
27,23,33,24,10,39,2.64,2.64
28,30,23,48,13,38,3.58,3.58
69,58,56,79,80,35,8.78,8.78
47,39,45,42,44,39,6.06,6.06
27,30,33,28,29,38,2.97,2.97
20,19,33,40,14,25,3.11,3.11
45,42,48,34,21,37,4.83,4.83
10,9,23,17,13,35,1.75,1.75
66,65,61,74,66,41,8.5,8.5
73,41,33,55,52,38,6.92,6.92
61,34,49,61,46,39,7.17,7.17
62,52,44,30,37,40,5.17,5.17
43,43,44,34,45,36,5.03,5.03
54,30,30,50,32,30,5.22,5.22
59,62,46,66,52,36,7.64,7.64
48,46,35,53,34,39,6.31,6.31
69,40,44,67,49,42,7.28,7.28
34,38,27,47,33,39,3.89,3.89
53,47,52,76,53,35,7.72,7.72
53,56,55,67,65,41,7.83,7.83
57,40,46,61,62,38,7.31,7.31
66,51,47,55,62,35,7.56,7.56
44,48,52,50,43,37,6.33,6.33
33,43,37,44,45,38,4.94,4.94
57,56,54,54,56,42,7.56,7.56
55,38,60,52,49,38,7.17,7.17
60,47,54,60,58,38,7.36,7.36
72,61,56,59,52,40,8.11,8.11
47,33,36,27,23,35,3.58,3.58
74,48,53,52,73,40,8.08,8.08
40,38,45,45,42,43,5.56,5.56
17,36,33,8,18,38,2.69,2.69
53,51,56,60,54,44,7.5,7.5
26,42,41,32,41,38,4.36,4.36
65,48,47,60,49,38,7.44,7.44
36,53,49,57,22,38,5.17,5.17
43,25,34,44,50,34,4.25,4.25
24,31,34,16,20,40,3.11,3.11
56,44,35,51,51,34,6.69,6.69
72,60,47,63,58,40,8.06,8.06
47,34,24,54,51,42,6.06,6.06
18,17,27,22,16,37,2.36,2.36
40,14,27,21,37,32,3.03,3.03
44,32,37,26,52,41,5.44,5.44
22,34,30,5,41,31,3.75,3.75
46,31,40,41,38,33,5.86,5.86
44,43,48,57,59,41,6.83,6.83
29,18,23,24,37,44,2.72,2.72
42,21,38,45,37,40,4.58,4.58
37,37,44,46,54,32,6,6
47,35,52,51,58,42,6.83,6.83
46,26,38,31,51,37,5.11,5.11
44,39,37,45,57,36,6.31,6.31
31,20,13,16,25,37,1.94,1.94
44,36,39,31,42,39,5.08,5.08
21,17,40,30,52,44,4.36,4.36
32,23,26,27,42,35,2.61,2.61
49,24,41,72,46,32,6.25,6.25
17,25,31,16,46,37,3.75,3.75
34,31,33,24,47,34,4.17,4.17
63,42,58,76,63,39,8.22,8.22
55,48,54,82,71,44,8.44,8.44
48,39,40,68,65,42,7.25,7.25
26,23,34,17,45,32,3.44,3.44
50,54,50,61,61,37,7.61,7.61
11,12,21,23,16,35,2.33,2.33
34,26,24,40,20,33,2.72,2.72
42,23,26,43,40,42,4.08,4.08
18,8,10,13,9,27,2,2
43,33,45,55,59,36,6.36,6.36
21,19,31,38,20,31,2.53,2.53
21,12,19,19,22,31,1.72,1.72
62,50,62,79,51,42,8.33,8.33
18,12,24,16,8,37,1.56,1.56
31,43,31,42,40,28,4.75,4.75
43,34,43,27,68,41,5.42,5.42
40,32,34,34,40,29,4.56,4.56
56,63,69,66,51,40,8.03,8.03
41,36,43,50,40,36,5.44,5.44
58,36,48,30,27,36,4.61,4.61
56,46,45,70,45,40,7.5,7.5
44,32,32,41,19,41,4.78,4.78
72,54,48,66,73,44,8.28,8.28
40,26,33,44,9,36,3.53,3.53
58,56,57,62,57,45,7.83,7.83
54,39,37,60,32,37,5.97,5.97
62,40,44,51,48,35,6.97,6.97
67,55,51,54,20,40,6.61,6.61
50,40,47,46,23,29,5.61,5.61
67,56,57,71,73,41,8.47,8.47
61,58,57,73,60,41,8.42,8.42
22,22,12,34,20,39,2.28,2.28
74,59,56,83,78,43,9.17,9.17
56,37,44,53,49,35,6.67,6.67
27,37,45,45,16,36,4.67,4.67
20,22,33,37,20,34,2.72,2.72
50,37,38,59,42,30,6.08,6.08
28,41,40,45,40,35,4.61,4.61
51,43,48,69,53,41,7.36,7.36
46,43,47,63,29,32,5.81,5.81
54,37,52,48,49,36,6.42,6.42
49,47,38,45,26,38,5.75,5.75
54,45,55,68,42,35,7.03,7.03
38,63,54,55,67,40,6.94,6.94
30,45,40,32,31,39,4.11,4.11
56,56,52,70,58,41,7.78,7.78
39,36,34,40,45,41,5.25,5.25
49,50,31,55,36,33,5.53,5.53
48,34,47,55,20,34,5.58,5.58
71,56,67,61,62,32,8.08,8.08
48,31,42,53,26,34,5.31,5.31
52,34,43,38,23,35,4.69,4.69
51,14,39,56,45,38,6.11,6.11
28,25,38,44,46,33,4.28,4.28
53,37,47,64,21,42,6.22,6.22
44,43,40,45,28,39,5.19,5.19
45,49,46,51,37,40,6.11,6.11
48,45,54,52,28,40,6.17,6.17
27,25,22,27,40,39,2.86,2.86
77,55,46,59,53,40,7.92,7.92
52,52,51,62,57,33,7.28,7.28
69,62,55,74,79,43,8.78,8.78
16,32,12,20,13,32,2.28,2.28
32,31,22,40,23,39,2.69,2.69
58,42,44,55,36,39,6.03,6.03
48,47,38,55,41,31,6.22,6.22
30,36,47,44,27,39,4.67,4.67
70,51,58,83,61,40,8.72,8.72
55,50,41,69,59,37,7.17,7.17
43,43,56,49,49,38,5.89,5.89
62,64,63,70,82,42,9.17,9.17
55,55,52,58,56,34,7.28,7.28
24,33,32,21,14,36,3.42,3.42
64,58,42,56,55,40,7.58,7.58
21,14,10,8,8,21,1.25,1.25
26,34,38,29,30,39,3.44,3.44
44,51,46,50,34,33,5.64,5.64
68,53,63,81,65,43,8.78,8.78
44,50,36,56,46,33,6.11,6.11
30,34,33,26,42,31,3.44,3.44
27,29,39,42,32,40,3.5,3.5
53,34,47,55,52,30,6.19,6.19
30,39,44,32,37,34,3.72,3.72
51,55,36,50,48,41,6.86,6.86
64,57,48,54,64,37,7.78,7.78
45,25,49,50,41,37,5.25,5.25
48,36,33,44,53,33,5.92,5.92
25,27,41,28,33,37,3.25,3.25
25,19,39,43,21,27,3.58,3.58
42,23,54,46,36,40,4.97,4.97
41,46,58,68,56,44,7.36,7.36
34,32,39,47,61,42,5.72,5.72
28,45,26,30,30,40,3.56,3.56
68,45,54,83,55,43,8.25,8.25
44,39,26,51,49,30,5.69,5.69
24,14,25,18,19,37,2.53,2.53
63,32,54,76,77,33,7.81,7.81
33,30,43,38,47,25,4.31,4.31
31,30,36,64,66,37,5.92,5.92
37,29,54,59,53,41,5.67,5.67
21,15,37,30,12,28,2.89,2.89
42,33,43,52,41,34,6,6
40,34,37,41,35,38,4.83,4.83
21,35,46,41,32,39,4.03,4.03
56,46,63,59,78,37,8.06,8.06
41,36,45,28,26,39,4.72,4.72
34,32,42,38,32,37,3.72,3.72
45,37,37,43,45,31,5.78,5.78
42,17,26,49,46,36,4.81,4.81
49,36,38,52,28,42,5.83,5.83
45,36,38,63,28,39,5.92,5.92
55,42,51,60,56,41,7.39,7.39
38,35,45,35,37,37,3.86,3.86
20,16,14,19,18,35,2.17,2.17
43,27,34,40,23,34,3.94,3.94
45,34,35,51,25,33,5.36,5.36
44,29,32,60,57,40,6.56,6.56
45,38,44,40,54,39,6.5,6.5
35,22,32,40,42,31,4.14,4.14
41,38,36,60,54,33,5.81,5.81
18,15,23,33,53,31,3.28,3.28
44,19,21,31,29,24,2.78,2.78
46,13,23,31,38,29,3.25,3.25
55,35,40,75,58,39,7.31,7.31
46,30,35,37,52,36,5.86,5.86
52,17,36,48,33,34,4.92,4.92
29,12,32,42,35,37,3.28,3.28
52,44,53,59,55,36,7.22,7.22
55,24,30,41,32,40,4.75,4.75
59,53,64,79,52,37,8.11,8.11
23,17,30,23,12,33,2.67,2.67
30,34,23,31,20,39,3,3
14,12,14,14,17,30,1.97,1.97
34,37,47,52,51,38,5.89,5.89
45,31,37,30,38,36,4.42,4.42
35,32,40,42,58,42,5.42,5.42
72,49,42,63,46,29,7.28,7.28
31,21,37,17,25,39,2.92,2.92
28,38,39,43,35,31,4.36,4.36
49,52,51,58,42,32,5.67,5.67
32,32,35,44,29,27,3.97,3.97
52,28,37,48,31,38,4.92,4.92
23,25,31,35,24,37,3.03,3.03
47,38,47,51,32,44,5.97,5.97
50,32,38,51,58,38,6.69,6.69
29,33,36,60,48,27,5.22,5.22
63,51,46,65,58,40,7.53,7.53
32,30,30,37,25,38,2.61,2.61
41,22,37,15,17,38,3.61,3.61
53,18,30,54,31,40,5,5
47,39,35,43,38,42,5.33,5.33
33,17,22,8,26,31,1.92,1.92
68,54,71,77,75,36,8.72,8.72
50,30,33,32,43,36,4.39,4.39
12,10,23,32,13,36,1.94,1.94
51,45,60,64,49,43,7.67,7.67
52,45,55,67,63,44,7.67,7.67
48,30,40,55,43,42,6.17,6.17
16,18,32,17,14,40,2.97,2.97
72,47,58,68,69,43,7.94,7.94
24,9,30,15,22,38,2.89,2.89
56,42,51,52,47,39,6.78,6.78
72,61,51,67,79,42,8.53,8.53
50,48,41,60,61,40,7.22,7.22
